COND_ID	DRUG_ID	BETA_HAT	SE_BETA_HAT
500000101	600000001	0.8693755
500000101	600000003	0.1482234
500000101	600000004	0.5059004
500000101	600000005	0.1452932
500000101	600000006	0.4604951
500000101	600000007	0.1256525
500000101	600000008	0.5135131
500000101	600000009	0.8352294
500000101	600000010	0.1773388
500000102	600000001	0.9505975
500000102	600000003	0.1262310
500000102	600000004	0.5619112
500000102	600000005	0
500000102	600000006	0.2330920
500000102	600000007	0.1872045
500000102	600000008	0.3956451
500000102	600000009	0.5807376
500000102	600000010	0
500000201	600000001	-0.09012
500000201	600000002	0.06513394
500000201	600000003	0.2146023
500000201	600000004	0.5159185
500000201	600000005	0.2710851
500000201	600000006	0.3557632
500000201	600000007	-0.4061436
500000201	600000008	0.05446392
500000201	600000009	0.1142166
500000201	600000010	0.4959022
500000202	600000001	0.4114483
500000202	600000002	0.5298221
500000202	600000003	0
500000202	600000004	-0.6173413
500000202	600000005	0.2769594
500000202	600000006	0.3893256
500000202	600000007	-3.339854
500000202	600000008	0.0741893
500000202	600000009	0.987643
500000202	600000010	-0.2529755
500000203	600000001	0.5186507
500000203	600000002	0.5612564
500000203	600000003	0.6186176
500000203	600000004	-0.3250457
500000203	600000005	0.3321448
500000203	600000006	0.4582288
500000203	600000007	-3.384276
500000203	600000008	0.1917437
500000203	600000009	1.075709
500000203	600000010	-0.1663095
500000204	600000001	0.2991947
500000204	600000003	0.7907457
500000204	600000004	0.9519395
500000204	600000005	0.6578717
500000204	600000006	0.5206277
500000204	600000007	-0.1413775
500000204	600000008	0
500000204	600000009	-0.2592579
500000204	600000010	0.9369882
500000205	600000001	0.4246424
500000205	600000002	0.5586129
500000205	600000003	0.6457259
500000205	600000004	0.2316323
500000205	600000005	0.4486383
500000205	600000006	0.4208929
500000205	600000007	-1.034677
500000205	600000008	0.1353935
500000205	600000009	0.7764868
500000205	600000010	0.3838202
500000401	600000001	0
500000401	600000002	-0.4305726
500000401	600000003	0.04590315
500000401	600000004	0.07335857
500000401	600000005	-0.1666226
500000401	600000006	0.2748629
500000401	600000007	-0.4499911
500000401	600000008	-0.2414542
500000401	600000009	-0.1531077
500000401	600000010	0.350475
500000402	600000001	0
500000402	600000003	-0.08427876
500000402	600000004	0
500000402	600000005	0
500000402	600000006	0.3082642
500000402	600000007	0
500000402	600000008	0
500000402	600000009	-0.03201982
500000402	600000010	0.1903223
500000403	600000001	0.09939737
500000403	600000002	0
500000403	600000003	0
500000403	600000004	-0.2300979
500000403	600000005	0.20709
500000403	600000006	0.3215789
500000403	600000007	0
500000403	600000008	0.05153429
500000403	600000009	0.2583515
500000403	600000010	0
500000404	600000001	0.05810556
500000404	600000002	-0.4076161
500000404	600000003	0.05304502
500000404	600000004	0.0826786
500000404	600000005	-0.1506451
500000404	600000006	0.2848793
500000404	600000007	-0.4700474
500000404	600000008	-0.2323612
500000404	600000009	-0.1382687
500000404	600000010	0.3450974
500000601	600000001	-0.1607098
500000601	600000003	-0.07638391
500000601	600000004	-0.2658607
500000601	600000005	0.000686013
500000601	600000006	0.1663781
500000601	600000007	0.2565657
500000601	600000008	-0.1329193
500000601	600000009	-0.2939522
500000601	600000010	0.9557989
500000602	600000001	0.0600386
500000602	600000003	-0.1051948
500000602	600000004	0.4123751
500000602	600000005	-0.0789579
500000602	600000006	0.1668553
500000602	600000007	0.1737604
500000602	600000008	-0.05172602
500000602	600000009	-0.1349415
500000602	600000010	1.160599
500000603	600000001	-0.1242642
500000603	600000003	-0.3651204
500000603	600000004	0.6192724
500000603	600000005	-0.02618819
500000603	600000006	0.3076421
500000603	600000007	0.2360145
500000603	600000008	0.1404659
500000603	600000009	-0.5316987
500000603	600000010	2.426416
500000604	600000001	-0.1170409
500000604	600000003	-0.3595436
500000604	600000004	0.6278241
500000604	600000005	-0.01865647
500000604	600000006	0.3077475
500000604	600000007	0.2585047
500000604	600000008	0.3138984
500000604	600000009	-0.5369682
500000604	600000010	2.458500
